27-06-2020 07:37:35.718 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.tim26.RentRequestService.RentRequestServiceApplicationTests], using SpringBootContextLoader
11-07-2020 17:44:35.233 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
11-07-2020 17:44:35.287 INFO  [main] o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@13d4992d, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@302f7971, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@332729ad, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@75d2da2d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4278284b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@9573584, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3370f42, org.springframework.test.context.event.EventPublishingTestExecutionListener@6057aebb, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@63eef88a, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@53251a66, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6853425f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@352c1b98, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@21129f1f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5a9f4771, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@282cb7c7, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7d898981]
11-07-2020 17:44:37.568 INFO  [main] c.t.R.RentRequestServiceApplicationTests - No active profile set, falling back to default profiles: default
11-07-2020 17:44:39.080 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFERRED mode.
11-07-2020 17:44:39.472 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 366ms. Found 2 JPA repository interfaces.
11-07-2020 17:44:40.271 INFO  [main] o.s.cloud.context.scope.GenericScope - BeanFactory id=259b9607-1e86-356d-b884-9f4c6ec1d171
11-07-2020 17:44:40.847 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$fde6bc1e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11-07-2020 17:44:40.939 INFO  [main] o.s.w.s.a.s.AnnotationActionEndpointMapping - Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
11-07-2020 17:44:41.088 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@c1050f2' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11-07-2020 17:44:41.112 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11-07-2020 17:44:41.611 INFO  [main] o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11-07-2020 17:44:41.913 INFO  [task-1] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
11-07-2020 17:44:42.797 INFO  [task-1] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.15.Final
11-07-2020 17:44:43.253 INFO  [task-1] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
11-07-2020 17:44:44.116 INFO  [task-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
11-07-2020 17:44:44.611 INFO  [task-1] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
11-07-2020 17:44:44.679 INFO  [task-1] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
11-07-2020 17:44:47.077 INFO  [task-1] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
11-07-2020 17:44:47.098 INFO  [task-1] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
11-07-2020 17:44:48.514 INFO  [main] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: e6ff3776-4cc7-4094-89e7-52d3ae40c36c

11-07-2020 17:44:48.681 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/h2-console/**'], []
11-07-2020 17:44:48.681 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/', GET], []
11-07-2020 17:44:48.682 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/**', GET], []
11-07-2020 17:44:48.683 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/*.html', GET], []
11-07-2020 17:44:48.684 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/favicon.ico', GET], []
11-07-2020 17:44:48.684 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.html', GET], []
11-07-2020 17:44:48.685 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
11-07-2020 17:44:48.686 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
11-07-2020 17:44:48.933 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@48dff674, org.springframework.security.web.context.SecurityContextPersistenceFilter@2bfc2f8b, org.springframework.security.web.header.HeaderWriterFilter@661e279d, org.springframework.security.web.authentication.logout.LogoutFilter@aca3c85, com.tim26.RentRequestService.security.TokenAuthenticationFilter@120350eb, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@32e5af53, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@44641d6c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2ccc9681, org.springframework.security.web.session.SessionManagementFilter@38de5daf, org.springframework.security.web.access.ExceptionTranslationFilter@6fb0261e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@8b41ad]
11-07-2020 17:44:49.275 INFO  [main] c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
11-07-2020 17:44:49.286 INFO  [main] c.n.c.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
11-07-2020 17:44:50.387 INFO  [main] o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:file:./src/main/resources/rrsDB'
11-07-2020 17:44:52.983 INFO  [main] o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
11-07-2020 17:44:53.119 INFO  [main] c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
11-07-2020 17:44:53.748 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
11-07-2020 17:44:53.749 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
11-07-2020 17:44:54.020 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
11-07-2020 17:44:54.021 INFO  [main] c.n.d.p.DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
11-07-2020 17:44:54.340 INFO  [main] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
11-07-2020 17:44:54.718 INFO  [main] c.netflix.discovery.DiscoveryClient - Disable delta property : false
11-07-2020 17:44:54.719 INFO  [main] c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
11-07-2020 17:44:54.719 INFO  [main] c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
11-07-2020 17:44:54.719 INFO  [main] c.netflix.discovery.DiscoveryClient - Application is null : false
11-07-2020 17:44:54.719 INFO  [main] c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
11-07-2020 17:44:54.720 INFO  [main] c.netflix.discovery.DiscoveryClient - Application version is -1: true
11-07-2020 17:44:54.720 INFO  [main] c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
11-07-2020 17:44:58.848 INFO  [main] c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
11-07-2020 17:44:58.853 INFO  [main] c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
11-07-2020 17:44:58.859 INFO  [main] c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1594482298857 with initial instances count: 0
11-07-2020 17:44:58.872 INFO  [main] o.s.c.n.e.s.EurekaServiceRegistry - Registering application RENTREQUESTSERVICE with eureka with status UP
11-07-2020 17:44:58.875 INFO  [main] c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1594482298875, current=UP, previous=STARTING]
11-07-2020 17:44:58.878 INFO  [DiscoveryClient-InstanceInfoReplicator-0] c.netflix.discovery.DiscoveryClient - DiscoveryClient_RENTREQUESTSERVICE/host.docker.internal:rentrequestservice:8090: registering service...
11-07-2020 17:44:58.886 INFO  [main] o.s.d.r.c.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
11-07-2020 17:44:59.234 INFO  [main] o.s.d.r.c.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
11-07-2020 17:44:59.252 INFO  [main] c.t.R.RentRequestServiceApplicationTests - Started RentRequestServiceApplicationTests in 23.878 seconds (JVM running for 25.777)
11-07-2020 17:44:59.510 INFO  [SpringContextShutdownHook] o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application RENTREQUESTSERVICE with eureka with status DOWN
11-07-2020 17:44:59.520 INFO  [SpringContextShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
11-07-2020 17:44:59.520 INFO  [SpringContextShutdownHook] o.h.t.s.i.SchemaDropperImpl$DelayedDropActionImpl - HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
11-07-2020 17:44:59.538 INFO  [SpringContextShutdownHook] o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11-07-2020 17:44:59.539 INFO  [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
11-07-2020 17:44:59.544 INFO  [SpringContextShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
11-07-2020 17:44:59.545 INFO  [SpringContextShutdownHook] c.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
11-07-2020 17:45:02.550 INFO  [SpringContextShutdownHook] c.netflix.discovery.DiscoveryClient - Unregistering ...
11-07-2020 17:45:06.579 INFO  [SpringContextShutdownHook] c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
